Index,Series,Name,Epithets,Description,Image,ImageHash,InputHash,StaticHash
112,1,Ynghügh,The Garden of Love,"Resembling a giant flesh blossom, Ynghügh entices explorers off of the well-traveled path with its pollen, before disemboweling them with a bud at its center.",./final-sprites/judo-monk-corporal-line-coke-mist_norm_m1_OPT.gif,QmPii8SopVg8qyMR7NnNGM5EAKucbg121iuX9codfp1NuF,QmPnGVqvTX5Kw1M6wfeKEE4MNsUNPJt9NNoPgPbN2XrNGh,QmUs6dpcdycKaGyLrVw94VA6uy971exzeDhPGzSohLhhEW
113,1,Shyllä,Holder of Flayed Skin,"A gigantic black being with eyes on its torso and a tentacled mouth. She is said to be an avatar of Cchzhshuai, and to dwell in deep space, where she is able to alter reality.",./final-sprites/jumpsuit-screwdriver-reach-consensus-speakerphone-knuckle_clip_m1_OPT.gif,QmcA42gpwbWzzz4AKvS1SG8GTTkaVdiQE2tCUGXHQpyBfW,QmYKoeF3HogNxkzcFQKKwTEs2iyzk4roDZFckMNpvDYKCu,QmdTPZ63hY6t5jZ8nR8w36nfk3cwkGJHkP9WEHEJBWM7nr
114,1,Z’höga,The Fleet One,"A golden, glowing being who is said to move faster than thought. He is said to have been trapped within the confines of a snowflake by an ancient god when he attempted to resurrect Hthüthnthughogtha. Said to be free in the dreams of men.",./final-sprites/keyboard-pate-habit-colt-tear-kayak_clip_m1_OPT.gif,QmdsxLjrfEtTLgCDQJLg8CqDUkB9ivE4z3GGkoXb62GcuV,QmXKSVk35SMYcxjPJwfAihgSqDbvjYZACM8sxfoNGckYVi,QmP9rcc58rEDXq1XmFSAbujgvEcpbpQAC4xcCAfvQyDBZL
115,1,C’zhur-Gh’ull-Lhaa,"The Ebon Sky, The Black Pit","A gigantic black pit which resides within the Gulf of Rhot. It possesses hordes of servants such as the Denizens of Rhot, and is said to be a servant of Cptzchshuai.",./final-sprites/kilt-winter-actress-time-mineshaft-clay_clip_m1_OPT.gif,QmezcpHisvnLbSGhxffmriF6MEvGoboLofetj4qqNMyVQw,QmNwsMky2n5vhTS31mwHRGU1pyZGm29UwvTVK3FnNeWQqF,QmUEg5vfRNEpshuB8B3ntzprkoMfC7irDyYY6PCzWPycRk
116,1,Bwgenlun,Giant of Shadow,"A colossal being of shadow with several human-like faces growing out of what seems to be its stomach, and one huge face on the back of its head. It is said to have 'bloomed forth from the Black Moon' and to have shattered the moon into lumps of black glass.",./final-sprites/lanai-submarine-claw-center-degree-dining_clip_m1_OPT.gif,QmcbXfx2efmt6RKVQu9QwtFymGzjLs1sDR7Qvtqugy8QrQ,QmUJrEvu1Lq3fJtqtWvUmBLWNG4iqZW49JJyA4EX8LUUUX,QmRxWdv4Rv1DEE6iXqzMyzPWyJcqFk3QV5JvxHmWtuZfyt
117,1,Cach-lzshuai,"Eater of Gods, The Soul-Devourer","A colossal, formless, faceless being which exists solely to consume souls, and to destroy whatever does not submit to the will of its master. It is said to have come into being from the sorrow of the gods when they were driven from the mortal world.",./final-sprites/layer-short-intellect-community-pew-yam_clip_m1_OPT.gif,QmW1aDHT6r2ANexZdhCZMCrMpxNSQfjRsRuQMKcHvZaBf5,QmZpe5EqeqCGn1E8ezd7eSCeLZsjzbSs72oWS4TKwKrapf,QmVF3PeyZid8Nd2ikc9avfKiKHfDwAY9VKfc4MLoh4omVc
118,1,Tlaltecuhtli,"He Who Feasts on Flesh, He Who Has Always Been","A hideous, shapeless mass of darkness and decay which is said to be responsible for devouring all life on earth. It is described as the physical form of the Black Sun. It is said to be the progenitor of all evil in the world, and may have been created by Cach-lzshuai.",./final-sprites/security-shallot-botany-cyst-counselor-exposition_norm_m7_OPT.gif,QmXsKqA1199em8YZfPFQEruEkuyAAyqSdFSzqgCJLbQW9p,QmPMHZCQi8m5zXQxa9md49oKUfbQJxhXQENUZpYUBbqPp6,Qmd1Hsmvzqq2QmZpsxegMdpo9BqBHxU45KHA5VRKp8gVxR
119,1,Scoria,The Drowning,"A giant squid-like creature of living rock and sand, with multiple tentacles ending in mouths adorned with rows of jagged teeth, and two large eyes. It leads the Denizens of Rhot against humans during the day.",./final-sprites/lesson-scarecrow-psychoanalyst-crime-sidestream-pleat_clip_m0_OPT.gif,QmevVXa3LUwxdTXgURonPterQhNq39EP1dyFXnkcxDgoT8,QmfNQqXsxMuxFmhYJFTA5VnJ4RA7uuUxGb29Du34jv3rak,QmdYBT73afBVfo5mk9RbKLnhB5DUxP5hGRT9y3853TMmiB
120,1,Ub-mi,The Dragon that Cries in the Night,"A colossal black dragon with white eyes and large tail, said to be able to swallow the sun in one gulp. Its wings cover half of the sky, no matter how far one is from it.",./final-sprites/luggage-function-happiness-shawl-application-toe_norm_m1_OPT.gif,QmYBMeKBTU5u1Ao3RtNVhMWc6wB5rspWFxLtPa44GigKfP,QmNojJWshViuhFj1j3fYoEDhdFQ6ue784htgF1N8m1e6LT,QmRGPKSxxjhsYch8nEgvPuRWdVdk4psdRfFT8uzqHFZirc
121,1,Chxchznghur,Elder God of Ruin,"An ancient god of death, war and decay. It has dark blue eyes, and its body is a rotting corpse wearing armor and a helm. The rest of its body is a writhing, worm-like mass of rotten flesh, bones and viscera.",./final-sprites/makeup-rim-peasant-aglet-blackbird-prostrate_clip_m1_OPT.gif,QmenRQfrt6XLDJENGQRsir1KtbiSQX7Anc2UPt3kLAeFr1,QmVfQx1ZtYoXVhoDEtAaxGcUvAfjNvPHmzUuj2b8CT64DH,QmNuBiQ9QtY8YjapFDx65umQWzqrAacGq63fV3pY49Gw1F
122,1,Iltüa,Blinded Daughter of Chaos,"A red equestrian figure with a headless torso and four arms, with white eyes, one of them blind. She is a servant of Zaphthrot, the Devourer of Worlds.",./final-sprites/mapping-sector-peer-rheumatism-schema-leveret_clip_m1_OPT.gif,QmQdcVTP5r3Cr6QNWFScQUhoRhmuvrcmPCk8r7d9aBsuD3,QmNsSeBbivjvh8kMywecjSSkctFrpwxDmotxfhVmhDS4Qx,QmVWhKRo4wTGgtSstK8iJM29NeZswrj5zbhDfk1ETQKvTp
123,1,Umti,The Flowing Force,"A mortal god of Einjerih, said to be able to turn anything into a liquid. She is represented by a gigantic, amorphous blob of an unknown substance.",./final-sprites/mask-eraser-arch-shampoo-lap-deal_clip_m1_OPT.gif,QmSwTt9gXfrgQPqLYxcfPw4SZY1BV8WJSjh1eG9rbCvAjd,Qmd8gPPkcEizr3R8TH5zJsoBB3bZZWqQWpeRUDyQHwA5e4,QmPXveMMfqcqVn5KQUjqW4iVFy2Q7nn2tDyaaUDjFX5o4Z
124,1,Barraggg,Black Beast of the Green Star,"A black, shadowy, furred monstrosity with glowing green eyes. It is said to be one of the oldest entities in existence. It is also said to possess a human boy named Bellin, who has been researching it for years. It is called 'Black Beast' because it appears at the hour when the star of Zhar and Lloigor rises in the sky. When it appeared at Xavala, it turned the city into a bloody slaughterhouse, and nearly destroyed it completely.",./final-sprites/anime-guitar-stranger-peasant-shadow-duty_norm_m1_OPT.gif,QmQ5dQTkwVTbm39Jmz4DpPthnAXYjsaLPr35tFX9vgXT8A,QmZfkJyCdXeZcRc1QHSwN8thCcu9BjxoYyGoAdFg5pbxds,QmfPryhn1bGoGrBtFSeV4Nwtc7J12aW3ek6jhcPqrFK7yL
125,1,Her'foi,The Endless,"An ancient, malevolent, and nameless goddess who seeks to destroy the world. She manifested at the end of the last world-ending cataclysm, and battles C'zshuai for control of the universe.",./final-sprites/nucleotidase-acknowledgment-cranky-delay-spatula-neck_clip_m0_OPT.gif,QmWHp4TDJADhJEggb8DNYvf72TJgcgcmfDAXHnrx1joi2a,QmfMjdovBJUSf4wSuHRgwkfa1gbtDfxseZerzmjGLVtqhi,QmbgnhXWDMzqMuGWKzHsavTBZQsZ4HX43tgaXYRkct8Bza
126,1,Crethagu,The Bringer of Fugitives,"A hulking, pale, gelatinous monster that drifts through space. Its entire body is covered in writhing rings of luminescent worms, and it is haunted by a ghostly woman’s voice saying ""Come lie with me."" When it touches a planet, it will enslave its inhabitants and force them to create weapons for the Great Old Ones.",./final-sprites/a_mon_3_clip_m1_OPT.gif,QmdGqpuyydMbifSRfCKyVQqrdSF1BtbxkfZWa8Zxz5HFzB,QmUjYY9JXDY4c4Et4TUKVMoRQ6YTA6jEpcCGLyLVLZjCgg,Qmb8SzB6XyfWteupypzuT6mdBNEDJonkGCPqtMCoecmg4s
127,1,H’nag-gh’a,Guardian of the Gates of the Deep,"A gigantic, humanoid monster, known as the Guardian of the Gates of Gh’nag’th. Often described as a servant of Cptzchshuai, to whom many sailors owe their lives. One of the few benevolent entities in the Unnamed Lands.",./final-sprites/a_mon_4_clip_m1_OPT.gif,QmYXEXCtG2R61fG5nCpY7Z8Zw69EtHEoSvLy7ksfgdSVTz,QmPRASm5U5Tt77DHcdwQft6PgH3NRebsDHNwk1dAFstMzY,QmZKvTZeizat6pEMTmRVU8em6eNLRVwd2TUE7XsN21qcSZ
128,1,Xálagor,The Conjurer of Obscurity,"A gigantic, slug-like creature with a human face and ten toes on each foot. It was once a god of Varae, but it was killed and its body was split into two halves, and one half became darkness, while the other became light. It renewed its chtonic power in the Gulf of Rhot.",./final-sprites/a_mon_5_clip_m1_OPT.gif,QmPB82P3J1KJrLnkq4hsnyRTTCNafGuRmyr3sMq5vjE2Xu,QmNfLjggwDitXQhsiX9jgR8kruD6b6gmF8waFiNCDKz4Cq,QmPoo2iHHUS4ThJ2zTsp3Kh4pWkYHoz5SSskAwLeeAZjG7
129,1,Ekkh'ethsh,Phoenix of the Sea,"A mysterious being which resides in the fires of the Gulf of Rhot, that allegedly devours everything it touches and is said to be the cause of the gulf's perpetual conflagration. It is also said to have existed before the Dawn of Time.",./final-sprites/a_mon_6_clip_m1_OPT.gif,QmTNQAuaQN7VZHTyToEnnx64SE8AQkPMuLgYtrkqbZQBeG,Qmdr6BsVvMsj7y2wtXGsjJY9dBiDUaYkXeH6rqCD931ZCk,QmSFbyHh4woYQo1u8WNitunN6LJDWRVkKcDLntwNRauHtR
130,1,Kirxa,Conglomeration of Chaos,"Said to be the embodiment of what should not be, a huge amorphously shaped entity forged of elements that should never exist. It is said to concern itself with the discorporation of souls.",./final-sprites/a_mon_7_clip_m1_OPT.gif,QmS63LPqUpaEvfAf55qhzfSnZTVGKaW5gW5TLXjGEFcEm4,QmTSZkPtYXzvWtCb5RBaByPV1y4jdZ11kS8q32zQxfS6FV,QmPUBSvZ7L1SeTeMv4CbXwBA7Rdxw9ZDZbQi1jnbmv1VDB
131,1,Arachidna,The Coil of Eight,"A colossal worm with eight heads, each one with a different headdress and nightmare-inducing visage. It is currently bound within the City of Knives, and those who can sense its presence say it is growing restless and eager to escape.",./final-sprites/a_mon_8_clip_m1_OPT.gif,QmPxNReJ8QTFGdUs5Hg98m8rUxf3qzBUpBZJhkDCkGLVT7,QmQq9hEUUzKDuWbtmESWTYTFi5LHSfBBmu2zsEVpjPAR64,QmbqLHyeTJcfb1rFQ6CqYrhjMdL7Qq6n1eJFj1P8nzUukZ
132,1,Btlaghu,"The Father of Butchers, The Butcher of Fathers","A large, whip-wielding monster with a skeletal body and a black-masked head. A former servant of Dluthos, who was cast out of the sky for atrocities committed against the other Gods. It is said to have butchered every living thing on Earth at least once, and is seen as an old enemy of the Q’ero.",./final-sprites/b_mon_0_clip_m1_OPT.gif,QmXv79Tz1Kwt4knByTcsFLpLJQNGuXsrJAn5RMgUszT7wx,QmbXCqNkxUjYmrFNJ4xP3rjc74ciogc2cgzZPdu1FQQ9oC,QmauxiqwFBv1Jizeio3uYWUmubVdShNmGPuuHXkEKMBosF
133,2,Abraxas,Giver of Unending Life,"A deity said to be awoken by the people of the Q’ero in the current age. She possesses control over the realms of life, death, space, and time, and is regarded as the mother of all the gods. She is also the Demiurge, creator of our world, who used eight forces including light and sound to create this reality.",./final-sprites/b_mon_1_clip_m1_OPT.gif,QmZnFs62ZfnLmkh7PJgZ43UtD4z58iNgvhxg4afRqBy2Lk,QmP21UhLaW4wWsGACtHxKFoXC5GduimXaWAQs8SDtCUDfk,QmU3ZaVcX4XKMbT7AW77nSS1ezHsZP9RKQKWM4mvA5aYiB
134,2,Vzoth,The Mindless One,"A humanoid entity which currently exists purely as a mindless entity, existing as an amalgamation of matter and magic. It is in a state of permanent slumber, but when awoken it is an extremely powerful being which can twist and reshape reality and also absorb the memories and thoughts of others.",./final-sprites/b_mon_2_clip_m1_OPT.gif,QmU3mfKPfosRTNLsEK4qy6jyAaP1PHptij8BpSNwMudzhe,QmcxfWqqGW2dKi1KqqSnTKq2KAL7t2S5nwGMYft1pTNCwU,QmZPwsffRsMMybbZymybrMSMja9RKvSc4WGBK5ZX9gQCfR
135,2,Tazathoth,Cloven-hoofed Father of the Gorged Beasts,"A shadowy, goat-headed figure of enormous size. Appears as a kind of cosmic parasite which engorges and devours entire universes. If he should ever leave the realm of the Elder Gods, it is said that all life will cease to exist.",./final-sprites/b_mon_5_clip_m1_OPT.gif,QmNYFWnwLDHcSgJTAvLV8LLsafwEz9sWSC6rJxkKx6RuYd,QmaD1rNe1uusAaHi5ptqSsnrYewHkgGigxmgRTcXhpPkiD,Qmeb4gtJYc9oyVLrexPpsFZAgHi6qxjHXrSSdMWy83Jrci
136,2,T’nkthu,The Phantasm of the Unseen,"A god-like entity, said to be inexorably drawn to the sound of laughter. It was said to have been buried underneath the ice at the South Pole before the coming of the Flametopians.",./final-sprites/b_mon_9_clip_m1_OPT.gif,QmekzijKL3gKg7A1kDBgQFVoZXXx39Hg9pnHmfkCGMxr2Q,QmZ3tNnLoubHWP5u5TPrAtvh5viv28i4FZeFxz2qYT1z71,QmYxJCBQXhbLmMjAgN6aMGdCpC1b6qFMKGYrFqpK3Ykf5G
137,2,Rastail,"The Wailing Rider, The Hound of the Shadowed Hills","A large, four-armed humanoid who rides a horse and carries a whip and a banner. He serves as an agent of the Leviathan of the Deep and a double agent for the Black Beast of the Green Star, and is often seen riding in the skies at night.",./final-sprites/b_mon_13_clip_m1_OPT.gif,QmXZj1m5Dr1VA4h92xaS9Mzsx5BzJ7GgbSvjTrQxfEbrv9,QmaUYupee8io9KyFkj1WybU288KERGgdtAcFNhc7oarGVe,QmWesteb4THutRehqgLWFff3wZ5twjEPqpQSRwPD3FqhgB
138,2,Mla'grgh,The Gaunt One,"A shadowy figure, said to be a malevolent entity which dwells in the caverns of Yankuk, and which was once worshiped by the ancient Q’ero. It is said that his calling card is immense, black hoof-like fingerprints which appear after the rain in Yankuk.",./final-sprites/b_mon_14_clip_m1_OPT.gif,QmQ9ePayxkqmxYjBz9WhgPMJuGHC79qL6dn9SWhgc9FFhP,QmaeD5SGcepS5nVAXnswkVfSc5dD4wsUqsSw4TGTPVAY28,QmTRoTek6g5StpeWk1ZKMVu3CC4Gxe9feUbUbGDzxfVcHf
139,2,Yathnä,The Porcelain Titan,A colossal white figure with two mighty wings. Speaks in a rasping voice. She appears every 150 years to lift up whole cities into the air before she crushes them and devours any survivors.,./final-sprites/b_mon_15_clip_m1_OPT.gif,Qmf3wouwLpqtoVn6M2EcTKHgFLwgS43gico6bMPWwh9cmP,Qmc6QPs3te6Gcxguob7HmRgS1RB2HTgxRr5nBBJFoh25mb,QmS14DvGhiHAcARMKVZxrWVyTK7wEDxPQNYURmszEBNFba
140,2,A'naopf,The False Guardian,"A massive, shambling mound of fur with two pairs of enormous jaws and a single giant eye. Said to be a servant of Cptzchshuai, and to lure people into the Gulf of Rhot with promises of power and wealth.",./final-sprites/b_mon_18_clip_m1_OPT.gif,QmYCbmKwJqUEM9QxECuKGWqdheepKUFtKbRA2zfy3HF8At,QmSAcaexxRpeKEkPJ2QSUyPChdkMRGvhyFjnrqPY7Sbvzv,QmaXy28r36nNDrSa84UQ5tgUfD6Kk4YAj5DA2pGNcEUXgw
141,2,Zaa'fil,Herald of the Black Sun,"A creature composed entirely of shadows. It is said that it always knows of the death of a sentient, and that it carries word of this back to the Black Sun. It will not stop until it has seen the event in person, and helped to shape it. Huacas written, ""He who speaks its name reveals himself.""",./final-sprites/b_mon_20_clip_m1_OPT.gif,QmQMH71RUWM6PuaVxz94Dz7gaxsTTLbckXTfcEV4Jq22xf,QmTw8cno6VqirPtpBzsVc3L3HwmnVMt1FmRv8TtiMSLrbW,QmRnKxwdF5BXpL5tDsouTYU76i1mEujNaA5qHHRzHzSF9G
142,2,Che'ng-Ch'e,The Benevolent Ruler,"A small, nebulous, floating humanoid with a face like glowing green jelly. It is said to be the progenitor of reality that came before Muksiannak.",./final-sprites/b_mon_24_clip_m1_OPT.gif,QmRdSLdAwb85HWVzHoUm4VsugUmmzxGDSKb7CBh4cLRwRH,Qmerrsy1frc7YSH9WmJbjqmz8iWDuJJ4gs8nfH6eg3cFtq,QmdLExmoY8hvinmBMiHCbXh25yM3dXdiSc5ks4uC6a5bFQ
143,2,Qüchü,"The Divine Schemer, The Inheritor of Tomorrow","A strange, pensive creature that lives in a pool of red water in the depths of a vast, volcanic cavern. An ancient entity with a mysterious, unknown relationship to Ayth-Mee. It bides its time for its plans to come to fruition.",./final-sprites/b_mon_27_clip_m1_OPT.gif,QmWBuF78WSBw39EwSoMCghiafphBNhGFJu3iNM87BwvDNV,Qmb3kypnwY1rHzpGaqU56BqrzYzSuLoYKKfypBVdpSY6vd,QmUHSqfPWsSRE344ns7FYZuXByq6N4Q52GP8HavzNwaam2
144,2,Olódur,Sending of Six,"A planet-sized entity who changes the laws of physics, and as such, also reality, to suit its whims. Even the lightest shift in its temperament will shift dimensions.",./final-sprites/b_mon_28_clip_m1_OPT.gif,QmeUJ3QdqixYUr5YRBXi1hMK9HYxBZeFa1aou4DeTWSbxG,QmPkpHPtVCUaU5dycTtDm3MoR4geKLQCkWVo3v73Wyhjbg,QmRRoGvSUj463uefyAzZiPaoXTAAs45JqFLumnXV8G4JZe
145,0,Özymiann,Atlas of the Eighth Continent,"The fabled Eighth Continent rests on their back. They are said to carry the soul of a nascent world on a perilous journey. Özymiann is one of the few Old Ones that can be sensed from the Material Plane due to its immense life energy. A passing notice can cure minor ailments, but a long meditation on its existence may induce terramorphesis.",final-sprites/rhl_mon_5_OPT.gif,QmTK7xuvRbntTSUGJKpb4nP9kAxd4bpVYFqCgsQ6kqQE9x,QmTZb3p9oUaraWZ7XdxJPWZPvE7asVS64Y2RZ7mnpz5Nhu,QmTWpnmb7pJQfdP9t1WMUBchGjFKeSUdF7Fu923G5g8FjH
146,0,Westallmudoe,The Lone Observer Where Corners Meet,"Shrouded in a cloak of stars, Westallmudoe watches the rest of the worlds in her own geometric space. Her manifold covers every living thing in a fine mesh, allowing her to sense the coming and goings of others. Twice in the past she has stepped in to avert catastrophe, but each time, the world loses an Integral Facet.",final-sprites/rhl_mon_6_OPT.gif,QmT6AkZiBs1BPWspfYTiXdSkHXeSrGRM9B4pK29YL218NR,QmSbTrppWXgm23Q74moNzm37C96wRDQPFeTLd1igf8azPH,QmUppy9ba7DATFdFszgoMDwFQdXJ4qbxEgAvsi3reA1iAq
147,0,El'mh,Scion of the Shifting Sands,"A gigantic monstrosity whose very tips are sensed as immense pyramids. The true body of El'mh is said to be locked deep under the ground. It appears to be a fan of constrictive order, and it prefers mortals to pay it respects through large monuments. A long standing tale tells of a deep grudge between El'mh and Wökr; Huacas describes it as 'essential'.",final-sprites/rhl_mon_1_OPT.gif,QmQNLdvLMfA4fkc8kXtwVtJZDYrUaCcNWHSMxoxzYzRAW8,QmeugkM1sYFz3qiEkfiydVGYb2shuH43tHGGR1K8WZDe4t,QmWoewhE1kWrC1nmG7AxqcZyfCJitJL9YJBmzPhwdLuTkV
148,0,Naaaaxs,It That Submerges,"Dwelling in the depths of the unconscious mind, Naaaaxs is a primordial memetic predator. He spreads through the persistence of dualistic ontologies. The Absolving Church has made it their goal to eradicate this potent force, but their efforts to suppress knowledge on Naaaaxs only bolster his reach. Unsuspecting victims are pulled directly into their own id, which consumes them.",final-sprites/rhl_mon_3_OPT.gif,QmRYBMzG7L35iAAxdP67NqBy47JJmSHt7o9StxMVzgV8nP,QmSEeF9h8PQPPihsmKtmScKvkfRx96urp8QurdqiTCx2bo,Qmaj1cEuZVHMGT6XsXGuWNFSkdPhTbuTU5QvXHZ5YrbS4g
149,1,Lu-Ngolä,Living God of the Mountain,"A gigantic, hulking thing of living stone and sand. It dwells in a cave at the top of a mountain in the heart of the desert, and is worshiped by an ancient and mysterious cult. The Voice of Lu-Ngolä speaks to its chosen with direct brain-to-brain contact via the eyes.",./final-sprites/tank-documentation-union-waist-special-causal_norm_m6_OPT.gif,QmSRcxPZcbT6yVU12EXF9yvZksi2no7GdiLGKiVUMocysh,QmbNwNrjC49TbjP9DHrBDd464FPTkgXiMcwQeFdTJf8rhi,QmVYPdYneDJG1NwQ9JKZTP72SZyFxFjjKKNpZRxgh6e3Xw
